id,category_id,title,description,author,status,created_at,updated_at,category_name,url
17,9,Rock Band 3,,,,2018-07-03T03:01:13.000Z,2018-07-03T03:01:13.000Z,Rhythm,http://gamelibrary.com:3000/v1/games/17.json
